gdppercapita_us_inflation_adjusted,geo,time
1082,gtm,1965
1111,gtm,1966
1126,gtm,1967
1193,gtm,1968
1216,gtm,1969
1251,gtm,1970
1286,gtm,1971
1343,gtm,1972
1396,gtm,1973
1446,gtm,1974
1436,gtm,1975
1504,gtm,1976
1582,gtm,1977
1622,gtm,1978
1658,gtm,1979
1679,gtm,1980
1649,gtm,1981
1552,gtm,1982
1475,gtm,1983
1446,gtm,1984
1403,gtm,1985
1373,gtm,1986
1389,gtm,1987
1411,gtm,1988
1433,gtm,1989
1444,gtm,1990
1463,gtm,1991
1499,gtm,1992
1522,gtm,1993
1547,gtm,1994
1587,gtm,1995
1597,gtm,1996
1629,gtm,1997
1672,gtm,1998
1697,gtm,1999
1717,gtm,2000
1715,gtm,2001
1738,gtm,2002
1738,gtm,2003
1748,gtm,2004
1761,gtm,2005
1810,gtm,2006
1878,gtm,2007
1892,gtm,2008
1856,gtm,2009
1863,gtm,2010
1886,gtm,2011
339.6,gin,1986
342.4,gin,1987
354,gin,1988
355.4,gin,1989
354.5,gin,1990
344.4,gin,1991
334.6,gin,1992
330.7,gin,1993
325.9,gin,1994
326.7,gin,1995
330.8,gin,1996
340.3,gin,1997
347,gin,1998
355.2,gin,1999
359,gin,2000
366.5,gin,2001
379.5,gin,2002
378.1,gin,2003
380.6,gin,2004
385.4,gin,2005
388.2,gin,2006
387.8,gin,2007
399,gin,2008
389.6,gin,2009
388.4,gin,2010
394.1,gin,2011
172.6,gnb,1970
162.9,gnb,1971
169.1,gnb,1972
166,gnb,1973
167.9,gnb,1974
174.7,gnb,1975
176.4,gnb,1976
157.4,gnb,1977
171.1,gnb,1978
168.4,gnb,1979
137.2,gnb,1980
158.1,gnb,1981
161.3,gnb,1982
153.1,gnb,1983
164.2,gnb,1984
168,gnb,1985
163.5,gnb,1986
165.1,gnb,1987
169.3,gnb,1988
176,gnb,1989
183.1,gnb,1990
188.6,gnb,1991
186.8,gnb,1992
186.8,gnb,1993
188.9,gnb,1994
193.3,gnb,1995
211.5,gnb,1996
220.9,gnb,1997
155.8,gnb,1998
164.7,gnb,1999
173.7,gnb,2000
170.7,gnb,2001
155.5,gnb,2002
151.6,gnb,2003
151.9,gnb,2004
154.1,gnb,2005
154.3,gnb,2006
156,gnb,2007
157.7,gnb,2008
159.1,gnb,2009
161.3,gnb,2010
166.3,gnb,2011
688.9,guy,1960
701.5,guy,1961
690.5,guy,1962
589.9,guy,1963
639.7,guy,1964
688.7,guy,1965
705.5,guy,1966
716.5,guy,1967
705.8,guy,1968
738.9,guy,1969
757,guy,1970
770.9,guy,1971
739.2,guy,1972
744.2,guy,1973
797.3,guy,1974
859.3,guy,1975
865.1,guy,1976
834.2,guy,1977
811.6,guy,1978
791.4,guy,1979
802.9,guy,1980
816.3,guy,1981
712.3,guy,1982
669.2,guy,1983
641.4,guy,1984
662.8,guy,1985
662.6,guy,1986
674.4,guy,1987
654.6,guy,1988
626.2,guy,1989
609.9,guy,1990
647.7,guy,1991
698.3,guy,1992
754.3,guy,1993
816.8,guy,1994
855.8,guy,1995
922,guy,1996
978.4,guy,1997
960.7,guy,1998
987.9,guy,1999
972.1,guy,2000
991,guy,2001
997.8,guy,2002
983.9,guy,2003
1012,guy,2004
989.3,guy,2005
1037,guy,2006
1107,guy,2007
1127,guy,2008
1162,guy,2009
1211,guy,2010
513.4,hti,1991
476.4,hti,1992
441.6,hti,1993
381.2,hti,1994
410.8,hti,1995
419.6,hti,1996
422.8,hti,1997
424,hti,1998
427.6,hti,1999
423.9,hti,2000
412.5,hti,2001
404.8,hti,2002
400,hti,2003
380.2,hti,2004
381.4,hti,2005
384.6,hti,2006
392.1,hti,2007
390.2,hti,2008
396.2,hti,2009
369.9,hti,2010
385.6,hti,2011
751.2,hnd,1960
740.5,hnd,1961
757.5,hnd,1962
759.1,hnd,1963
775.1,hnd,1964
820,hnd,1965
839.9,hnd,1966
866.4,hnd,1967
899.6,hnd,1968
882.1,hnd,1969
889.8,hnd,1970
900.3,hnd,1971
925.9,hnd,1972
970.6,hnd,1973
931,hnd,1974
922.7,hnd,1975
988.8,hnd,1976
1058,hnd,1977
1128,hnd,1978
1144,hnd,1979
1116,hnd,1980
1109,hnd,1981
1061,hnd,1982
1019,hnd,1983
1032,hnd,1984
1043,hnd,1985
1020,hnd,1986
1050,hnd,1987
1066,hnd,1988
1081,hnd,1989
1052,hnd,1990
1056,hnd,1991
1086,hnd,1992
1123,hnd,1993
1081,hnd,1994
1098,hnd,1995
1111,hnd,1996
1141,hnd,1997
1149,hnd,1998
1103,hnd,1999
1143,hnd,2000
1150,hnd,2001
1169,hnd,2002
1198,hnd,2003
1247,hnd,2004
1297,hnd,2005
1354,hnd,2006
1410,hnd,2007
1441,hnd,2008
1382,hnd,2009
1392,hnd,2010
1414,hnd,2011
5489,hkg,1965
5538,hkg,1966
5486,hkg,1967
5554,hkg,1968
6086,hkg,1969
6486,hkg,1970
6811,hkg,1971
7391,hkg,1972
8067,hkg,1973
8086,hkg,1974
7893,hkg,1975
9055,hkg,1976
9972,hkg,1977
10600,hkg,1978
11200,hkg,1979
12000,hkg,1980
12810,hkg,1981
12990,hkg,1982
13560,hkg,1983
14760,hkg,1984
14710,hkg,1985
16140,hkg,1986
18090,hkg,1987
19500,hkg,1988
19730,hkg,1989
20420,hkg,1990
21410,hkg,1991
22560,hkg,1992
23550,hkg,1993
24410,hkg,1994
24500,hkg,1995
24440,hkg,1996
25470,hkg,1997
23770,hkg,1998
24140,hkg,1999
25760,hkg,2000
25710,hkg,2001
26020,hkg,2002
26870,hkg,2003
28980,hkg,2004
30990,hkg,2005
32950,hkg,2006
34730,hkg,2007
35210,hkg,2008
34220,hkg,2009
36210,hkg,2010
37960,hkg,2011
1050,hun,1960
1095,hun,1961
1158,hun,1962
1221,hun,1963
1274,hun,1964
1809,hun,1965
1937,hun,1966
2075,hun,1967
2168,hun,1968
2308,hun,1969
2407,hun,1970
2549,hun,1971
2697,hun,1972
2874,hun,1973
3030,hun,1974
3199,hun,1975
3296,hun,1976
3530,hun,1977
3672,hun,1978
3765,hun,1979
3770,hun,1980
3877,hun,1981
3990,hun,1982
4025,hun,1983
4140,hun,1984
4137,hun,1985
4208,hun,1986
4386,hun,1987
4389,hun,1988
4470,hun,1989
4359,hun,1990
3841,hun,1991
3724,hun,1992
3707,hun,1993
3822,hun,1994
3884,hun,1995
3897,hun,1996
4027,hun,1997
4201,hun,1998
4347,hun,1999
4543,hun,2000
4722,hun,2001
4949,hun,2002
5154,hun,2003
5414,hun,2004
5639,hun,2005
5868,hun,2006
5884,hun,2007
5947,hun,2008
5551,hun,2009
5634,hun,2010
5746,hun,2011
10110,isl,1960
9906,isl,1961
10530,isl,1962
11410,isl,1963
12320,isl,1964
13000,isl,1965
13900,isl,1966
13510,isl,1967
12590,isl,1968
12770,isl,1969
13650,isl,1970
15310,isl,1971
16020,isl,1972
16860,isl,1973
17580,isl,1974
17470,isl,1975
18320,isl,1976
19790,isl,1977
20820,isl,1978
21620,isl,1979
22620,isl,1980
23320,isl,1981
23510,isl,1982
22700,isl,1983
23390,isl,1984
23970,isl,1985
25280,isl,1986
27140,isl,1987
26700,isl,1988
26440,isl,1989
26540,isl,1990
26180,isl,1991
24980,isl,1992
25050,isl,1993
25730,isl,1994
25620,isl,1995
26700,isl,1996
27780,isl,1997
29220,isl,1998
30060,isl,1999
30930,isl,2000
31720,isl,2001
31480,isl,2002
32020,isl,2003
34230,isl,2004
36130,isl,2005
36950,isl,2006
38190,isl,2007
37930,isl,2008
35310,isl,2009
33940,isl,2010
34710,isl,2011
181,ind,1960
184,ind,1961
185.5,ind,1962
192.7,ind,1963
202.8,ind,1964
193.3,ind,1965
189.1,ind,1966
199.5,ind,1967
201.8,ind,1968
210.3,ind,1969
216.2,ind,1970
214.8,ind,1971
208.8,ind,1972
210.7,ind,1973
208.2,ind,1974
222,ind,1975
220.4,ind,1976
230.9,ind,1977
238.3,ind,1978
220.6,ind,1979
230,ind,1980
238.2,ind,1981
240.9,ind,1982
252.7,ind,1983
256.5,ind,1984
264,ind,1985
270.5,ind,1986
275.2,ind,1987
295.2,ind,1988
306.2,ind,1989
316.4,ind,1990
313.3,ind,1991
323.9,ind,1992
332.6,ind,1993
348,ind,1994
367.3,ind,1995
387.7,ind,1996
396.2,ind,1997
413.3,ind,1998
440.6,ind,1999
450.4,ind,2000
465,ind,2001
475.5,ind,2002
505.2,ind,2003
536.6,ind,2004
577.7,ind,2005
621.9,ind,2006
673,ind,2007
689.3,ind,2008
735.6,ind,2009
794.8,ind,2010
837.7,ind,2011
200.6,idn,1960
207.7,idn,1961
206.5,idn,1962
196.9,idn,1963
198.7,idn,1964
195.5,idn,1965
196,idn,1966
193.2,idn,1967
211,idn,1968
221,idn,1969
233,idn,1970
243.1,idn,1971
255.7,idn,1972
273.8,idn,1973
289.1,idn,1974
299.6,idn,1975
310,idn,1976
328.8,idn,1977
350.8,idn,1978
367,idn,1979
390,idn,1980
412.3,idn,1981
407.7,idn,1982
432.6,idn,1983
453.9,idn,1984
460.1,idn,1985
478,idn,1986
493.9,idn,1987
515.7,idn,1988
552.6,idn,1989
592.1,idn,1990
634.3,idn,1991
669.1,idn,1992
706.5,idn,1993
748.3,idn,1994
799.3,idn,1995
848.2,idn,1996
876,idn,1997
750.8,idn,1998
746.8,idn,1999
773.3,idn,2000
791.1,idn,2001
816,idn,2002
844.2,idn,2003
875.7,idn,2004
914.6,idn,2005
953.9,idn,2006
1003,idn,2007
1052,idn,2008
1090,idn,2009
1145,idn,2010
1207,idn,2011
965.1,irn,1965
1038,irn,1966
1117,irn,1967
1223,irn,1968
1345,irn,1969
1438,irn,1970
1583,irn,1971
1794,irn,1972
1843,irn,1973
1962,irn,1974
2016,irn,1975
2304,irn,1976
2204,irn,1977
1975,irn,1978
1773,irn,1979
1485,irn,1980
1357,irn,1981
1477,irn,1982
1602,irn,1983
1518,irn,1984
1492,irn,1985
1306,irn,1986
1242,irn,1987
1124,irn,1988
1157,irn,1989
1281,irn,1990
1412,irn,1991
1446,irn,1992
1402,irn,1993
1376,irn,1994
1390,irn,1995
1463,irn,1996
1485,irn,1997
1497,irn,1998
1499,irn,1999
1550,irn,2000
1583,irn,2001
1680,irn,2002
1777,irn,2003
1845,irn,2004
1907,irn,2005
1995,irn,2006
2125,irn,2007
2148,irn,2008
2162,irn,2009
723.2,irq,1997
945.9,irq,1998
1145,irq,1999
1063,irq,2000
968.4,irq,2001
870.6,irq,2002
498.2,irq,2003
711.6,irq,2004
689,irq,2005
710.2,irq,2006
699.7,irq,2007
743.7,irq,2008
752.2,irq,2009
736.3,irq,2010
786.3,irq,2011
7377,irl,1970
7545,irl,1971
7916,irl,1972
8158,irl,1973
8365,irl,1974
8694,irl,1975
8684,irl,1976
9270,irl,1977
9797,irl,1978
9964,irl,1979
10150,irl,1980
10370,irl,1981
10510,irl,1982
10410,irl,1983
10790,irl,1984
11110,irl,1985
11050,irl,1986
11570,irl,1987
12220,irl,1988
12990,irl,1989
14070,irl,1990
14260,irl,1991
14640,irl,1992
14960,irl,1993
15760,irl,1994
17190,irl,1995
18660,irl,1996
20500,irl,1997
21870,irl,1998
23760,irl,1999
25630,irl,2000
26430,irl,2001
27520,irl,2002
28200,irl,2003
28940,irl,2004
29830,irl,2005
30670,irl,2006
31540,irl,2007
30130,irl,2008
27810,irl,2009
27600,irl,2010
27720,irl,2011
8217,gbm,1984
8221,gbm,1985
9675,gbm,1986
10440,gbm,1987
11420,gbm,1988
11960,gbm,1989
12280,gbm,1990
12360,gbm,1991
12400,gbm,1992
12690,gbm,1993
13150,gbm,1994
13620,gbm,1995
14530,gbm,1996
15580,gbm,1997
17440,gbm,1998
19560,gbm,1999
20360,gbm,2000
21240,gbm,2001
22290,gbm,2002
23530,gbm,2003
24570,gbm,2004
25830,gbm,2005
27610,gbm,2006
29460,gbm,2007
5825,isr,1960
6267,isr,1961
6578,isr,1962
7018,isr,1963
7282,isr,1964
7671,isr,1965
7472,isr,1966
7371,isr,1967
8391,isr,1968
9284,isr,1969
9638,isr,1970
10390,isr,1971
11510,isr,1972
11420,isr,1973
11850,isr,1974
11960,isr,1975
11850,isr,1976
11590,isr,1977
11900,isr,1978
12320,isr,1979
12860,isr,1980
13250,isr,1981
13240,isr,1982
13460,isr,1983
13400,isr,1984
13620,isr,1985
14060,isr,1986
14830,isr,1987
14880,isr,1988
14750,isr,1989
15280,isr,1990
15500,isr,1991
15810,isr,1992
16260,isr,1993
16940,isr,1994
17570,isr,1995
18050,isr,1996
18200,isr,1997
18520,isr,1998
18660,isr,1999
19860,isr,2000
19350,isr,2001
18860,isr,2002
18800,isr,2003
19370,isr,2004
19970,isr,2005
20720,isr,2006
21470,isr,2007
21940,isr,2008
21600,isr,2009
22240,isr,2010
22860,isr,2011
5847,ita,1960
6285,ita,1961
6630,ita,1962
6951,ita,1963
7087,ita,1964
7257,ita,1965
7632,ita,1966
8121,ita,1967
8598,ita,1968
9071,ita,1969
9502,ita,1970
9630,ita,1971
9929,ita,1972
10560,ita,1973
11070,ita,1974
10780,ita,1975
11490,ita,1976
11730,ita,1977
12070,ita,1978
12750,ita,1979
13160,ita,1980
13260,ita,1981
13300,ita,1982
13450,ita,1983
13880,ita,1984
14270,ita,1985
14670,ita,1986
15140,ita,1987
15770,ita,1988
16290,ita,1989
16600,ita,1990
16840,ita,1991
16970,ita,1992
16820,ita,1993
17180,ita,1994
17670,ita,1995
17870,ita,1996
18190,ita,1997
18450,ita,1998
18710,ita,1999
19390,ita,2000
19740,ita,2001
19760,ita,2002
19600,ita,2003
19740,ita,2004
19780,ita,2005
20100,ita,2006
20290,ita,2007
19900,ita,2008
18700,ita,2009
18940,ita,2010
18940,ita,2011
2761,jam,1966
2779,jam,1967
2907,jam,1968
3033,jam,1969
3355,jam,1970
3390,jam,1971
3939,jam,1972
3664,jam,1973
3456,jam,1974
3401,jam,1975
3135,jam,1976
3021,jam,1977
2989,jam,1978
2924,jam,1979
2720,jam,1980
2754,jam,1981
2762,jam,1982
2764,jam,1983
2675,jam,1984
2561,jam,1985
2581,jam,1986
2767,jam,1987
2869,jam,1988
3051,jam,1989
3159,jam,1990
3290,jam,1991
3331,jam,1992
3618,jam,1993
3640,jam,1994
3695,jam,1995
3647,jam,1996
3571,jam,1997
3457,jam,1998
3469,jam,1999
3479,jam,2000
3505,jam,2001
7775,jpn,1960
8487,jpn,1961
9157,jpn,1962
9833,jpn,1963
10870,jpn,1964
11380,jpn,1965
12470,jpn,1966
13730,jpn,1967
15440,jpn,1968
17010,jpn,1969
16650,jpn,1970
17210,jpn,1971
18400,jpn,1972
19710,jpn,1973
19100,jpn,1974
19380,jpn,1975
20000,jpn,1976
20680,jpn,1977
21570,jpn,1978
22570,jpn,1979
23020,jpn,1980
23810,jpn,1981
24440,jpn,1982
25020,jpn,1983
25970,jpn,1984
27450,jpn,1985
28060,jpn,1986
29060,jpn,1987
31010,jpn,1988
32540,jpn,1989
34240,jpn,1990
35270,jpn,1991
35470,jpn,1992
35440,jpn,1993
35620,jpn,1994
36180,jpn,1995
37030,jpn,1996
37520,jpn,1997
36670,jpn,1998
36530,jpn,1999
37290,jpn,2000
37340,jpn,2001
37360,jpn,2002
37910,jpn,2003
38790,jpn,2004
39300,jpn,2005
39970,jpn,2006
40840,jpn,2007
40430,jpn,2008
38240,jpn,2009
39970,jpn,2010
39580,jpn,2011
1119,jor,1975
1342,jor,1976
1377,jor,1977
1605,jor,1978
1686,jor,1979
1932,jor,1980
1946,jor,1981
2007,jor,1982
1967,jor,1983
2057,jor,1984
2054,jor,1985
2118,jor,1986
2101,jor,1987
1991,jor,1988
1662,jor,1989
1618,jor,1990
1473,jor,1991
1660,jor,1992
1660,jor,1993
1676,jor,1994
1723,jor,1995
1706,jor,1996
1710,jor,1997
1708,jor,1998
1735,jor,1999
1764,jor,2000
1812,jor,2001
1871,jor,2002
1901,jor,2003
2015,jor,2004
2130,jor,2005
2250,jor,2006
2381,jor,2007
2498,jor,2008
2577,jor,2009
2579,jor,2010
2589,jor,2011
1612,kaz,1990
1425,kaz,1991
1351,kaz,1992
1235,kaz,1993
1095,kaz,1994
1023,kaz,1995
1044,kaz,1996
1078,kaz,1997
1076,kaz,1998
1116,kaz,1999
1229,kaz,2000
1397,kaz,2001
1534,kaz,2002
1671,kaz,2003
1819,kaz,2004
1978,kaz,2005
2166,kaz,2006
2332,kaz,2007
2380,kaz,2008
2346,kaz,2009
2482,kaz,2010
2630,kaz,2011
261.1,ken,1960
233.4,ken,1961
247.6,ken,1962
260.9,ken,1963
265.2,ken,1964
261.8,ken,1965
290.7,ken,1966
290.6,ken,1967
303.4,ken,1968
316.6,ken,1969
291.5,ken,1970
343.8,ken,1971
388.3,ken,1972
396.5,ken,1973
397.8,ken,1974
386.8,ken,1975
380.7,ken,1976
401.5,ken,1977
413.4,ken,1978
428.4,ken,1979
435.6,ken,1980
435.1,ken,1981
425.1,ken,1982
414.6,ken,1983
406.3,ken,1984
408.3,ken,1985
421.9,ken,1986
431.1,ken,1987
442,ken,1988
447,ken,1989
450.2,ken,1990
441.7,ken,1991
424.1,ken,1992
412.4,ken,1993
410.6,ken,1994
416.5,ken,1995
421.9,ken,1996
412.9,ken,1997
415.7,ken,1998
414.6,ken,1999
406.5,ken,2000
411.1,ken,2001
402.6,ken,2002
403.7,ken,2003
413.3,ken,2004
426.5,ken,2005
442,ken,2006
461,ken,2007
456.3,ken,2008
456.8,ken,2009
470.6,ken,2010
478.2,ken,2011
1218,kir,1970
1170,kir,1971
1290,kir,1972
1535,kir,1973
2194,kir,1974
2273,kir,1975
1641,kir,1976
1539,kir,1977
1527,kir,1978
1323,kir,1979
720.3,kir,1980
680.6,kir,1981
710.6,kir,1982
756.8,kir,1983
730.6,kir,1984
681.5,kir,1985
677,kir,1986
642.2,kir,1987
743.2,kir,1988
665.5,kir,1989
670.3,kir,1990
629.8,kir,1991
640.2,kir,1992
654,kir,1993
677.3,kir,1994
661.5,kir,1995
691.4,kir,1996
718.2,kir,1997
783.6,kir,1998
771.1,kir,1999
812.3,kir,2000
773.1,kir,2001
806,kir,2002
826.8,kir,2003
819.3,kir,2004
785.4,kir,2005
769.2,kir,2006
773,kir,2007
743.1,kir,2008
714.6,kir,2009
713.6,kir,2010
715.3,kir,2011
1154,kor,1960
1180,kor,1961
1176,kor,1962
1255,kor,1963
1316,kor,1964
1351,kor,1965
1487,kor,1966
1542,kor,1967
1684,kor,1968
1880,kor,1969
1994,kor,1970
2113,kor,1971
2163,kor,1972
2376,kor,1973
2497,kor,1974
2595,kor,1975
2824,kor,1976
3058,kor,1977
3292,kor,1978
3463,kor,1979
3358,kor,1980
3510,kor,1981
3709,kor,1982
4049,kor,1983
4323,kor,1984
4572,kor,1985
5011,kor,1986
5515,kor,1987
6044,kor,1988
6390,kor,1989
6895,kor,1990
7474,kor,1991
7841,kor,1992
8248,kor,1993
8872,kor,1994
9548,kor,1995
10120,kor,1996
10490,kor,1997
9702,kor,1998
10550,kor,1999
11350,kor,2000
11710,kor,2001
12480,kor,2002
12760,kor,2003
13300,kor,2004
13800,kor,2005
14450,kor,2006
15110,kor,2007
15350,kor,2008
15330,kor,2009
16220,kor,2010
16680,kor,2011
1088,kos,2000
1380,kos,2001
1370,kos,2002
1443,kos,2003
1480,kos,2004
1535,kos,2005
1615,kos,2006
1702,kos,2007
1805,kos,2008
1843,kos,2009
1899,kos,2010
1974,kos,2011
21090,kwt,1995
21210,kwt,1996
21080,kwt,1997
20800,kwt,1998
19400,kwt,1999
19430,kwt,2000
18910,kwt,2001
18910,kwt,2002
21590,kwt,2003
23110,kwt,2004
24720,kwt,2005
25030,kwt,2006
25100,kwt,2007
25310,kwt,2008
23120,kwt,2009
23110,kwt,2010
24290,kwt,2011
398.1,kgz,1986
403.4,kgz,1987
448.7,kgz,1988
451.7,kgz,1989
468.3,kgz,1990
424.6,kgz,1991
361.4,kgz,1992
305.5,kgz,1993
244.2,kgz,1994
228.7,kgz,1995
241.3,kgz,1996
261.3,kgz,1997
262.8,kgz,1998
268.4,kgz,1999
279.6,kgz,2000
291.7,kgz,2001
289,kgz,2002
306.1,kgz,2003
323.7,kgz,2004
319.5,kgz,2005
325.9,kgz,2006
350.3,kgz,2007
376.2,kgz,2008
382.4,kgz,2009
376.1,kgz,2010
393.2,kgz,2011
206.5,lao,1984
211.2,lao,1985
215.5,lao,1986
206.6,lao,1987
196.9,lao,1988
218.6,lao,1989
226.8,lao,1990
230,lao,1991
236.1,lao,1992
243.3,lao,1993
256.3,lao,1994
267.7,lao,1995
279.6,lao,1996
292.4,lao,1997
297.8,lao,1998
313.4,lao,1999
325.6,lao,2000
338.5,lao,2001
352.8,lao,2002
368.5,lao,2003
386,lao,2004
407.2,lao,2005
435.7,lao,2006
461.7,lao,2007
490.3,lao,2008
519.3,lao,2009
555.5,lao,2010
591.9,lao,2011
1558,lva,1965
1610,lva,1966
1785,lva,1967
1889,lva,1968
1959,lva,1969
2102,lva,1970
2248,lva,1971
2345,lva,1972
2460,lva,1973
2557,lva,1974
2711,lva,1975
2846,lva,1976
2921,lva,1977
3001,lva,1978
3083,lva,1979
3201,lva,1980
3327,lva,1981
3389,lva,1982
3545,lva,1983
3726,lva,1984
3687,lva,1985
3830,lva,1986
3879,lva,1987
4036,lva,1988
4244,lva,1989
3912,lva,1990
3436,lva,1991
2365,lva,1992
2291,lva,1993
2381,lva,1994
2393,lva,1995
2511,lva,1996
2747,lva,1997
2904,lva,1998
3065,lva,1999
3301,lva,2000
3594,lva,2001
3853,lva,2002
4154,lva,2003
4539,lva,2004
5047,lva,2005
5695,lva,2006
6296,lva,2007
6056,lva,2008
4993,lva,2009
5011,lva,2010
5331,lva,2011
4304,lbn,1988
2462,lbn,1989
3067,lbn,1990
4129,lbn,1991
4171,lbn,1992
4299,lbn,1993
4485,lbn,1994
4642,lbn,1995
4776,lbn,1996
4591,lbn,1997
4695,lbn,1998
4616,lbn,1999
4612,lbn,2000
4718,lbn,2001
4795,lbn,2002
4866,lbn,2003
5148,lbn,2004
5129,lbn,2005
5103,lbn,2006
5437,lbn,2007
5895,lbn,2008
6350,lbn,2009
6746,lbn,2010
6896,lbn,2011
132.2,lso,1960
132.4,lso,1961
150,lso,1962
162.8,lso,1963
173,lso,1964
173.3,lso,1965
169.2,lso,1966
184,lso,1967
179.6,lso,1968
178.7,lso,1969
178.9,lso,1970
184.2,lso,1971
180.1,lso,1972
223,lso,1973
242.1,lso,1974
204.5,lso,1975
221.6,lso,1976
263.1,lso,1977
303.1,lso,1978
303.7,lso,1979
287.5,lso,1980
281.9,lso,1981
281.5,lso,1982
265.6,lso,1983
286.1,lso,1984
293.5,lso,1985
288.9,lso,1986
262.9,lso,1987
280.7,lso,1988
294.3,lso,1989
307.7,lso,1990
309.3,lso,1991
326.2,lso,1992
330.9,lso,1993
343.4,lso,1994
343.1,lso,1995
352.3,lso,1996
357.4,lso,1997
369.9,lso,1998
364.9,lso,1999
379.8,lso,2000
390.6,lso,2001
390.6,lso,2002
403.8,lso,2003
409.3,lso,2004
416.5,lso,2005
430.4,lso,2006
446.3,lso,2007
465.7,lso,2008
474.2,lso,2009
495.7,lso,2010
519,lso,2011
608,lbr,1960
608.2,lbr,1961
601.6,lbr,1962
600.4,lbr,1963
615.8,lbr,1964
629.2,lbr,1965
660.5,lbr,1966
686.9,lbr,1967
700.9,lbr,1968
732.1,lbr,1969
760,lbr,1970
775.6,lbr,1971
785.6,lbr,1972
746.5,lbr,1973
759.9,lbr,1974
712.5,lbr,1975
729,lbr,1976
719.8,lbr,1977
733.1,lbr,1978
734.5,lbr,1979
682.4,lbr,1980
645.5,lbr,1981
608.2,lbr,1982
577.9,lbr,1983
552,lbr,1984
539.4,lbr,1985
528,lbr,1986
524.7,lbr,1987
519.4,lbr,1988
386.3,lbr,1989
192,lbr,1990
167.5,lbr,1991
110.7,lbr,1992
75.06,lbr,1993
58.46,lbr,1994
54.51,lbr,1995
58.08,lbr,1996
111.9,lbr,1997
134.8,lbr,1998
155.3,lbr,1999
185.8,lbr,2000
219.8,lbr,2001
284.4,lbr,2002
188.4,lbr,2003
175.6,lbr,2004
186.8,lbr,2005
197,lbr,2006
217.1,lbr,2007
228.1,lbr,2008
247.5,lbr,2009
263.7,lbr,2010
279.2,lbr,2011
6366,lby,1999
6480,lby,2000
6085,lby,2001
5892,lby,2002
6529,lby,2003
6682,lby,2004
7195,lby,2005
7459,lby,2006
7737,lby,2007
7865,lby,2008
7885,lby,2009
32620,lie,1970
32500,lie,1971
32450,lie,1972
32450,lie,1973
32480,lie,1974
32500,lie,1975
33500,lie,1976
34540,lie,1977
35610,lie,1978
36720,lie,1979
37870,lie,1980
39100,lie,1981
37900,lie,1982
37540,lie,1983
38590,lie,1984
40720,lie,1985
41780,lie,1986
45040,lie,1987
46960,lie,1988
48440,lie,1989
48890,lie,1990
49120,lie,1991
50220,lie,1992
51710,lie,1993
54550,lie,1994
57020,lie,1995
60210,lie,1996
63780,lie,1997
67920,lie,1998
74110,lie,1999
75610,lie,2000
74180,lie,2001
72600,lie,2002
70400,lie,2003
71780,lie,2004
74530,lie,2005
80280,lie,2006
82310,lie,2007
83190,lie,2008
81650,lie,2009
4291,ltu,1990
4040,ltu,1991
3185,ltu,1992
2681,ltu,1993
2436,ltu,1994
2535,ltu,1995
2687,ltu,1996
2909,ltu,1997
3154,ltu,1998
3142,ltu,1999
3267,ltu,2000
3506,ltu,2001
3760,ltu,2002
4163,ltu,2003
4493,ltu,2004
4874,ltu,2005
5287,ltu,2006
5839,ltu,2007
6041,ltu,2008
5180,ltu,2009
5333,ltu,2010
5793,ltu,2011
13700,lux,1960
14100,lux,1961
14120,lux,1962
14450,lux,1963
15410,lux,1964
15130,lux,1965
15190,lux,1966
15170,lux,1967
15760,lux,1968
17250,lux,1969
17470,lux,1970
17760,lux,1971
18710,lux,1972
20040,lux,1973
20610,lux,1974
19050,lux,1975
19430,lux,1976
19710,lux,1977
20470,lux,1978
20900,lux,1979
21000,lux,1980
20830,lux,1981
21040,lux,1982
21670,lux,1983
22990,lux,1984
23580,lux,1985
25820,lux,1986
26670,lux,1987
28710,lux,1988
31220,lux,1989
32470,lux,1990
34810,lux,1991
34980,lux,1992
35960,lux,1993
36830,lux,1994
36840,lux,1995
36890,lux,1996
38590,lux,1997
40590,lux,1998
43420,lux,1999
46450,lux,2000
47060,lux,2001
48470,lux,2002
48690,lux,2003
50100,lux,2004
51930,lux,2005
53630,lux,2006
56290,lux,2007
54880,lux,2008
51680,lux,2009
52220,lux,2010
52060,lux,2011
10030,mac,1982
10590,mac,1983
11010,mac,1984
10620,mac,1985
10850,mac,1986
11890,mac,1987
12310,mac,1988
12460,mac,1989
13030,mac,1990
13160,mac,1991
14580,mac,1992
15040,mac,1993
15420,mac,1994
15670,mac,1995
15360,mac,1996
15080,mac,1997
14170,mac,1998
13610,mac,1999
14130,mac,2000
14260,mac,2001
15210,mac,2002
16760,mac,2003
20780,mac,2004
22020,mac,2005
24600,mac,2006
27440,mac,2007
27660,mac,2008
27460,mac,2009
34080,mac,2010
40260,mac,2011
2059,mkd,1990
1919,mkd,1991
1782,mkd,1992
1641,mkd,1993
1604,mkd,1994
1578,mkd,1995
1589,mkd,1996
1604,mkd,1997
1650,mkd,1998
1714,mkd,1999
1785,mkd,2000
1699,mkd,2001
1708,mkd,2002
1751,mkd,2003
1828,mkd,2004
1902,mkd,2005
1993,mkd,2006
2111,mkd,2007
2210,mkd,2008
2185,mkd,2009
2220,mkd,2010
2284,mkd,2011
409.1,mdg,1960
407.7,mdg,1961
407,mdg,1962
393.5,mdg,1963
399.1,mdg,1964
387.6,mdg,1965
